"plot","yr.m","ppt","yr","mon","season"
"SP","1997-09",33.09,1997,9,1998
"SP","1997-10",8.98,1997,10,1998
"SP","1997-11",20.26,1997,11,1998
"SP","1997-12",55.2,1997,12,1998
"SP","1998-01",7.57,1998,1,1998
"SP","1998-02",120.37,1998,2,1998
"SP","1998-03",58.56,1998,3,1998
"SP","1998-04",16.85,1998,4,1998
"SP","1998-05",0,1998,5,1998
"SP","1998-06",0.54,1998,6,1998
"SP","1998-07",65.22,1998,7,1998
"SP","1998-08",85.8,1998,8,1999
"SP","1998-09",26.51,1998,9,1999
"SP","1998-10",11.92,1998,10,1999
"SP","1998-11",27.7,1998,11,1999
"SP","1998-12",14.32,1998,12,1999
"SP","1999-01",1.16,1999,1,1999
"SP","1999-02",1.34,1999,2,1999
"SP","1999-03",3.42,1999,3,1999
"SP","1999-04",42.27,1999,4,1999
"SP","1999-05",0,1999,5,1999
"SP","1999-06",2.06,1999,6,1999
"SP","1999-07",96.47,1999,7,1999
"SP","1999-08",91.37,1999,8,2000
"SP","1999-09",34.95,1999,9,2000
"SP","1999-10",0.39,1999,10,2000
"SP","1999-11",0,1999,11,2000
"SP","1999-12",0,1999,12,2000
"SP","2000-01",8.58,2000,1,2000
"SP","2000-02",6.86,2000,2,2000
"SP","2000-03",31.63,2000,3,2000
"SP","2000-04",0,2000,4,2000
"SP","2000-05",0,2000,5,2000
"SP","2000-06",55.14,2000,6,2000
"SP","2000-07",27.57,2000,7,2000
"SP","2000-08",98.3,2000,8,2001
"SP","2000-09",18.28,2000,9,2001
"SP","2000-10",105.21,2000,10,2001
"SP","2000-11",40.17,2000,11,2001
"SP","2000-12",2.03,2000,12,2001
"SP","2001-01",47.46,2001,1,2001
"SP","2001-02",25.76,2001,2,2001
"SP","2001-03",12.47,2001,3,2001
"SP","2001-04",40.65,2001,4,2001
"SP","2001-05",9.27,2001,5,2001
"SP","2001-06",11.62,2001,6,2001
"SP","2001-07",54.86,2001,7,2001
"SP","2001-08",65.07,2001,8,2002
"SP","2001-09",7.71,2001,9,2002
"SP","2001-10",18,2001,10,2002
"SP","2001-11",2.72,2001,11,2002
"SP","2001-12",24.77,2001,12,2002
"SP","2002-01",3.82,2002,1,2002
"SP","2002-02",1.08,2002,2,2002
"SP","2002-03",3.8,2002,3,2002
"SP","2002-04",0,2002,4,2002
"SP","2002-05",0,2002,5,2002
"SP","2002-06",0,2002,6,2002
"SP","2002-07",42.36,2002,7,2002
"SP","2002-08",53.33,2002,8,2003
"SP","2002-09",34.22,2002,9,2003
"SP","2002-10",7.89,2002,10,2003
"SP","2002-11",5.91,2002,11,2003
"SP","2002-12",25.86,2002,12,2003
"SP","2003-01",1.49,2003,1,2003
"SP","2003-02",58.53,2003,2,2003
"SP","2003-03",17.47,2003,3,2003
"SP","2003-04",7.5,2003,4,2003
"SP","2003-05",4.81,2003,5,2003
"SP","2003-06",2.05,2003,6,2003
"SP","2003-07",68.84,2003,7,2003
"SP","2003-08",46.72,2003,8,2004
"SP","2003-09",17.23,2003,9,2004
"SP","2003-10",10.31,2003,10,2004
"SP","2003-11",21.48,2003,11,2004
"SP","2003-12",6.11,2003,12,2004
"SP","2004-01",21.57,2004,1,2004
"SP","2004-02",24.66,2004,2,2004
"SP","2004-03",45.2,2004,3,2004
"SP","2004-04",25.19,2004,4,2004
"SP","2004-05",0,2004,5,2004
"SP","2004-06",0.14,2004,6,2004
"SP","2004-07",45.06,2004,7,2004
"SP","2004-08",44.8,2004,8,2005
"SP","2004-09",29.14,2004,9,2005
"SP","2004-10",20.07,2004,10,2005
"SP","2004-11",10.6,2004,11,2005
"SP","2004-12",28.77,2004,12,2005
"SP","2005-01",50.72,2005,1,2005
"SP","2005-02",69.11,2005,2,2005
"SP","2005-03",13.49,2005,3,2005
"SP","2005-04",8.1,2005,4,2005
"SP","2005-05",8.09,2005,5,2005
"SP","2005-06",0.86,2005,6,2005
"SP","2005-07",30.55,2005,7,2005
"SP","2005-08",71.54,2005,8,2006
"SP","2005-09",32.22,2005,9,2006
"SP","2005-10",3.04,2005,10,2006
"SP","2005-11",0,2005,11,2006
"SP","2005-12",1.8,2005,12,2006
"SP","2006-01",0.7,2006,1,2006
"SP","2006-02",0,2006,2,2006
"SP","2006-03",34.69,2006,3,2006
"SP","2006-04",1.39,2006,4,2006
"SP","2006-05",2.69,2006,5,2006
"SP","2006-06",6.26,2006,6,2006
"SP","2006-07",164.39,2006,7,2006
"SP","2006-08",61.3,2006,8,2007
"SP","2006-09",36.55,2006,9,2007
"SP","2006-10",21.48,2006,10,2007
"SP","2006-11",0.57,2006,11,2007
"SP","2006-12",12.89,2006,12,2007
"SP","2007-01",26.95,2007,1,2007
"SP","2007-02",14.74,2007,2,2007
"SP","2007-03",22.05,2007,3,2007
"SP","2007-04",7.44,2007,4,2007
"SP","2007-05",0.61,2007,5,2007
"SP","2007-06",1.04,2007,6,2007
"SP","2007-07",54.82,2007,7,2007
"SP","2007-08",39.06,2007,8,2008
"SP","2007-09",23.07,2007,9,2008
"SP","2007-10",3.02,2007,10,2008
"SP","2007-11",3.92,2007,11,2008
"SP","2007-12",57.57,2007,12,2008
"SP","2008-01",27.31,2008,1,2008
"SP","2008-02",29.69,2008,2,2008
"SP","2008-03",2.3,2008,3,2008
"SP","2008-04",0,2008,4,2008
"SP","2008-05",14.25,2008,5,2008
"SP","2008-06",8.11,2008,6,2008
"SP","2008-07",106.48,2008,7,2008
"SP","2008-08",42.95,2008,8,2009
"SP","2008-09",22.51,2008,9,2009
"SP","2008-10",6.21,2008,10,2009
"SP","2008-11",19.9,2008,11,2009
"SP","2008-12",27.47,2008,12,2009
"SP","2009-01",25.44,2009,1,2009
"SP","2009-02",19.4,2009,2,2009
"SP","2009-03",5.46,2009,3,2009
"SP","2009-04",5.83,2009,4,2009
"SP","2009-05",14.94,2009,5,2009
"SP","2009-06",6.07,2009,6,2009
"SP","2009-07",61.13,2009,7,2009
"SP","2009-08",11.43,2009,8,2010
"SP","2009-09",11.89,2009,9,2010
"SP","2009-10",4.19,2009,10,2010
"SP","2009-11",5.24,2009,11,2010
"SP","2009-12",22.1,2009,12,2010
"SP","2010-01",91.02,2010,1,2010
"SP","2010-02",39.01,2010,2,2010
"SP","2010-03",10.26,2010,3,2010
"SP","2010-04",7.89,2010,4,2010
"SP","2010-05",0,2010,5,2010
"SP","2010-06",0,2010,6,2010
"SP","2010-07",66.94,2010,7,2010
"SP","2010-08",73.89,2010,8,2011
"SP","2010-09",15.03,2010,9,2011
"SP","2010-10",6.58,2010,10,2011
"SP","2010-11",0.41,2010,11,2011
"SP","2010-12",36.92,2010,12,2011
"SP","2011-01",0,2011,1,2011
"SP","2011-02",10.24,2011,2,2011
"SP","2011-03",2.3,2011,3,2011
"SP","2011-04",10.25,2011,4,2011
"SP","2011-05",0.7,2011,5,2011
"SP","2011-06",1.43,2011,6,2011
"SP","2011-07",67.92,2011,7,2011
"SP","2011-08",44.1,2011,8,2012
"SP","2011-09",52.88,2011,9,2012
"SP","2011-10",3.16,2011,10,2012
"SP","2011-11",24.98,2011,11,2012
"SP","2011-12",49.18,2011,12,2012
"SP","2012-01",9.92,2012,1,2012
"SP","2012-02",6.51,2012,2,2012
"SP","2012-03",14.82,2012,3,2012
"SP","2012-04",7.84,2012,4,2012
"SP","2012-05",0.76,2012,5,2012
"SP","2012-06",2.65,2012,6,2012
"SP","2012-07",65.89,2012,7,2012
"SP","2012-08",56.55,2012,8,2013
"SP","2012-09",5.33,2012,9,2013
"SP","2012-10",0.96,2012,10,2013
"SP","2012-11",6.28,2012,11,2013
"SP","2012-12",33.45,2012,12,2013
"SP","2013-01",17.37,2013,1,2013
"SP","2013-02",13.71,2013,2,2013
"SP","2013-03",15.34,2013,3,2013
"SP","2013-04",4.05,2013,4,2013
"SP","2013-05",0.01,2013,5,2013
"SP","2013-06",1.96,2013,6,2013
"SP","2013-07",64.09,2013,7,2013
"SP","2013-08",37.84,2013,8,2014
"SP","2013-09",20.2,2013,9,2014
"SP","2013-10",0,2013,10,2014
"SP","2013-11",42.15,2013,11,2014
"SP","2013-12",20.1,2013,12,2014
"SP","2014-01",0,2014,1,2014
"SP","2014-02",0.83,2014,2,2014
"SP","2014-03",14.31,2014,3,2014
"SP","2014-04",3.87,2014,4,2014
"SP","2014-05",0,2014,5,2014
"SP","2014-06",0,2014,6,2014
"SP","2014-07",53.66,2014,7,2014
"SP","2014-08",79.42,2014,8,2015
"SP","2014-09",61.72,2014,9,2015
"SP","2014-10",20.65,2014,10,2015
"SP","2014-11",0.05,2014,11,2015
"SP","2014-12",53.92,2014,12,2015
"SP","2015-01",46.08,2015,1,2015
"SP","2015-02",16.03,2015,2,2015
"SP","2015-03",13.33,2015,3,2015
"SP","2015-04",14.02,2015,4,2015
"SP","2015-05",10.49,2015,5,2015
"SP","2015-06",14.83,2015,6,2015
"SP","2015-07",55.76,2015,7,2015
"SP","2015-08",83.74,2015,8,2016
"SP","2015-09",67.26,2015,9,2016
"SP","2015-10",64.41,2015,10,2016
"SP","2015-11",17.64,2015,11,2016
"SP","2015-12",20.65,2015,12,2016
"SP","2016-01",45.36,2016,1,2016
"SP","2016-02",7.02,2016,2,2016
"SP","2016-03",1.41,2016,3,2016
"SP","2016-04",26.09,2016,4,2016
"SP","2016-05",1.76,2016,5,2016
"SP","2016-06",32.26,2016,6,2016
"SP","2016-07",54.22,2016,7,2016
"SP","2016-08",78.32,2016,8,2017
"SP","2016-09",68.31,2016,9,2017
"SP","2016-10",0.77,2016,10,2017
"SP","2016-11",15.41,2016,11,2017
"SP","2016-12",46.51,2016,12,2017
"SP","2017-01",60.17,2017,1,2017
"SP","2017-02",8.23,2017,2,2017
"SP","2017-03",4.01,2017,3,2017
"SP","2017-04",0,2017,4,2017
"SP","2017-05",9.17,2017,5,2017
"SP","2017-06",0,2017,6,2017
"SP","2017-07",97.21,2017,7,2017
"SP","2017-08",42.46,2017,8,2018
"SP","2017-09",8.79,2017,9,2018
"SP","2017-10",0.44,2017,10,2018
"SP","2017-11",0.02,2017,11,2018
"SP","2017-12",6.41,2017,12,2018
"SP","2018-01",14.74,2018,1,2018
"SP","2018-02",68.14,2018,2,2018
"SP","2018-03",1.62,2018,3,2018
"SP","2018-04",0,2018,4,2018
"SP","2018-05",0.72,2018,5,2018
"SP","2018-06",14.79,2018,6,2018
"SP","2018-07",43.82,2018,7,2018
"SP","2018-08",49.5,2018,8,2019
"SP","2018-09",37.71,2018,9,2019
"SP","2018-10",75.7,2018,10,2019
"SP","2018-11",8.07,2018,11,2019
"SP","2018-12",30.81,2018,12,2019
"SP","2019-01",44.82,2019,1,2019
"SP","2019-02",82.48,2019,2,2019
"SP","2019-03",17.78,2019,3,2019
"SP","2019-04",5.17,2019,4,2019
"SP","2019-05",5.42,2019,5,2019
"SP","2019-06",0,2019,6,2019
"SP","2019-07",20.17,2019,7,2019
"SP","2019-08",22.47,2019,8,2020
"SP","2019-09",50.54,2019,9,2020
"SP","2019-10",0,2019,10,2020
"SP","2019-11",78.67,2019,11,2020
"SP","2019-12",53.82,2019,12,2020
"SP","2020-01",23.92,2020,1,2020
"SP","2020-02",31.22,2020,2,2020
"SP","2020-03",33.31,2020,3,2020
"SP","2020-04",0.65,2020,4,2020
"SP","2020-05",0.04,2020,5,2020
"SP","2020-06",0,2020,6,2020
"SP","2020-07",17.43,2020,7,2020
"TM","1985-01",33.24,1985,1,1985
"TM","1985-02",26.11,1985,2,1985
"TM","1985-03",22,1985,3,1985
"TM","1985-04",4.22,1985,4,1985
"TM","1985-05",0,1985,5,1985
"TM","1985-06",0,1985,6,1985
"TM","1985-07",17.58,1985,7,1985
"TM","1985-08",8.06,1985,8,1986
"TM","1985-09",68.83,1985,9,1986
"TM","1985-10",20.78,1985,10,1986
"TM","1985-11",52.74,1985,11,1986
"TM","1985-12",15.07,1985,12,1986
"TM","1986-01",0.48,1986,1,1986
"TM","1986-02",56.1,1986,2,1986
"TM","1986-03",58.79,1986,3,1986
"TM","1986-04",0.78,1986,4,1986
"TM","1986-05",0.34,1986,5,1986
"TM","1986-06",5.98,1986,6,1986
"TM","1986-07",32.77,1986,7,1986
"TM","1986-08",48.35,1986,8,1987
"TM","1986-09",14.22,1986,9,1987
"TM","1986-10",34.55,1986,10,1987
"TM","1986-11",12.44,1986,11,1987
"TM","1986-12",58.66,1986,12,1987
"TM","1987-01",40.98,1987,1,1987
"TM","1987-02",66.93,1987,2,1987
"TM","1987-03",14.51,1987,3,1987
"TM","1987-04",2.09,1987,4,1987
"TM","1987-05",2.57,1987,5,1987
"TM","1987-06",0.05,1987,6,1987
"TM","1987-07",6.3,1987,7,1987
"TM","1987-08",21.46,1987,8,1988
"TM","1987-09",15.2,1987,9,1988
"TM","1987-10",18.85,1987,10,1988
"TM","1987-11",41.24,1987,11,1988
"TM","1987-12",39.32,1987,12,1988
"TM","1988-01",35.2,1988,1,1988
"TM","1988-02",8.29,1988,2,1988
"TM","1988-03",1.07,1988,3,1988
"TM","1988-04",54.31,1988,4,1988
"TM","1988-05",0,1988,5,1988
"TM","1988-06",0.26,1988,6,1988
"TM","1988-07",28.98,1988,7,1988
"TM","1988-08",53.32,1988,8,1989
"TM","1988-09",0,1988,9,1989
"TM","1988-10",43.04,1988,10,1989
"TM","1988-11",20.67,1988,11,1989
"TM","1988-12",1.71,1988,12,1989
"TM","1989-01",36.96,1989,1,1989
"TM","1989-02",0.74,1989,2,1989
"TM","1989-03",31.78,1989,3,1989
"TM","1989-04",0,1989,4,1989
"TM","1989-05",2.35,1989,5,1989
"TM","1989-06",0,1989,6,1989
"TM","1989-07",19.83,1989,7,1989
"TM","1989-08",7.85,1989,8,1990
"TM","1989-09",1.2,1989,9,1990
"TM","1989-10",21.93,1989,10,1990
"TM","1989-11",4.14,1989,11,1990
"TM","1989-12",10.38,1989,12,1990
"TM","1990-01",23.37,1990,1,1990
"TM","1990-02",41.66,1990,2,1990
"TM","1990-03",38.63,1990,3,1990
"TM","1990-04",25.76,1990,4,1990
"TM","1990-05",5.91,1990,5,1990
"TM","1990-06",3.44,1990,6,1990
"TM","1990-07",50.87,1990,7,1990
"TM","1990-08",114.85,1990,8,1991
"TM","1990-09",32.73,1990,9,1991
"TM","1990-10",0.8,1990,10,1991
"TM","1990-11",20.58,1990,11,1991
"TM","1990-12",89.9,1990,12,1991
"TM","1991-01",39.38,1991,1,1991
"TM","1991-02",10.64,1991,2,1991
"TM","1991-03",100.59,1991,3,1991
"TM","1991-04",0,1991,4,1991
"TM","1991-05",0,1991,5,1991
"TM","1991-06",0.05,1991,6,1991
"TM","1991-07",6.91,1991,7,1991
"TM","1991-08",13.51,1991,8,1992
"TM","1991-09",22.34,1991,9,1992
"TM","1991-10",19.2,1991,10,1992
"TM","1991-11",32.96,1991,11,1992
"TM","1991-12",64.23,1991,12,1992
"TM","1992-01",50.33,1992,1,1992
"TM","1992-02",50.98,1992,2,1992
"TM","1992-03",100.35,1992,3,1992
"TM","1992-04",15.51,1992,4,1992
"TM","1992-05",30.29,1992,5,1992
"TM","1992-06",1.58,1992,6,1992
"TM","1992-07",41.84,1992,7,1992
"TM","1992-08",91.39,1992,8,1993
"TM","1992-09",0.88,1992,9,1993
"TM","1992-10",9.33,1992,10,1993
"TM","1992-11",0.06,1992,11,1993
"TM","1992-12",110.83,1992,12,1993
"TM","1993-01",137,1993,1,1993
"TM","1993-02",74.81,1993,2,1993
"TM","1993-03",37.62,1993,3,1993
"TM","1993-04",0,1993,4,1993
"TM","1993-05",6.93,1993,5,1993
"TM","1993-06",0,1993,6,1993
"TM","1993-07",2.32,1993,7,1993
"TM","1993-08",117.31,1993,8,1994
"TM","1993-09",3.41,1993,9,1994
"TM","1993-10",12.27,1993,10,1994
"TM","1993-11",98.68,1993,11,1994
"TM","1993-12",0.96,1993,12,1994
"TM","1994-01",2.68,1994,1,1994
"TM","1994-02",38.94,1994,2,1994
"TM","1994-03",54.17,1994,3,1994
"TM","1994-04",14.95,1994,4,1994
"TM","1994-05",18.14,1994,5,1994
"TM","1994-06",1.19,1994,6,1994
"TM","1994-07",14.3,1994,7,1994
"TM","1994-08",5.25,1994,8,1995
"TM","1994-09",26.8,1994,9,1995
"TM","1994-10",37.38,1994,10,1995
"TM","1994-11",24.94,1994,11,1995
"TM","1994-12",62.31,1994,12,1995
"TM","1995-01",79.28,1995,1,1995
"TM","1995-02",29.11,1995,2,1995
"TM","1995-03",34.15,1995,3,1995
"TM","1995-04",7.7,1995,4,1995
"TM","1995-05",1.84,1995,5,1995
"TM","1995-06",0,1995,6,1995
"TM","1995-07",0.52,1995,7,1995
"TM","1995-08",43.6,1995,8,1996
"TM","1995-09",30.66,1995,9,1996
"TM","1995-10",0,1995,10,1996
"TM","1995-11",16.22,1995,11,1996
"TM","1995-12",2.1,1995,12,1996
"TM","1996-01",0,1996,1,1996
"TM","1996-02",47.1,1996,2,1996
"TM","1996-03",11.94,1996,3,1996
"TM","1996-04",0,1996,4,1996
"TM","1996-05",0,1996,5,1996
"TM","1996-06",0.02,1996,6,1996
"TM","1996-07",50.14,1996,7,1996
"TM","1996-08",15.39,1996,8,1997
"TM","1996-09",49.66,1996,9,1997
"TM","1996-10",0.78,1996,10,1997
"TM","1996-11",12.99,1996,11,1997
"TM","1996-12",0,1996,12,1997
"TM","1997-01",33.25,1997,1,1997
"TM","1997-02",21.44,1997,2,1997
"TM","1997-03",3.37,1997,3,1997
"TM","1997-04",9.27,1997,4,1997
"TM","1997-05",8.98,1997,5,1997
"TM","1997-06",0,1997,6,1997
"TM","1997-07",5.08,1997,7,1997
"TM","1997-08",35,1997,8,1998
"TM","1997-09",12.22,1997,9,1998
"TM","1997-10",11.59,1997,10,1998
"TM","1997-11",12.84,1997,11,1998
"TM","1997-12",51.96,1997,12,1998
"TM","1998-01",6.44,1998,1,1998
"TM","1998-02",127.96,1998,2,1998
"TM","1998-03",75.29,1998,3,1998
"TM","1998-04",13.19,1998,4,1998
"TM","1998-05",0,1998,5,1998
"TM","1998-06",0,1998,6,1998
"TM","1998-07",16.24,1998,7,1998
"TM","1998-08",40.63,1998,8,1999
"TM","1998-09",24.47,1998,9,1999
"TM","1998-10",5.11,1998,10,1999
"TM","1998-11",13.27,1998,11,1999
"TM","1998-12",10.66,1998,12,1999
"TM","1999-01",0.63,1999,1,1999
"TM","1999-02",5.05,1999,2,1999
"TM","1999-03",3.66,1999,3,1999
"TM","1999-04",41.84,1999,4,1999
"TM","1999-05",0,1999,5,1999
"TM","1999-06",0,1999,6,1999
"TM","1999-07",56.7,1999,7,1999
"TM","1999-08",31.99,1999,8,2000
"TM","1999-09",37.45,1999,9,2000
"TM","1999-10",0,1999,10,2000
"TM","1999-11",0,1999,11,2000
"TM","1999-12",0,1999,12,2000
"TM","2000-01",3.44,2000,1,2000
"TM","2000-02",1.83,2000,2,2000
"TM","2000-03",58.8,2000,3,2000
"TM","2000-04",0,2000,4,2000
"TM","2000-05",0,2000,5,2000
"TM","2000-06",12.75,2000,6,2000
"TM","2000-07",3.51,2000,7,2000
"TM","2000-08",25.03,2000,8,2001
"TM","2000-09",2.48,2000,9,2001
"TM","2000-10",104.36,2000,10,2001
"TM","2000-11",26.16,2000,11,2001
"TM","2000-12",1.18,2000,12,2001
"TM","2001-01",77.43,2001,1,2001
"TM","2001-02",26.74,2001,2,2001
"TM","2001-03",23.16,2001,3,2001
"TM","2001-04",60.52,2001,4,2001
"TM","2001-05",0.34,2001,5,2001
"TM","2001-06",1.04,2001,6,2001
"TM","2001-07",46.54,2001,7,2001
"TM","2001-08",41.04,2001,8,2002
"TM","2001-09",0,2001,9,2002
"TM","2001-10",9.1,2001,10,2002
"TM","2001-11",1.75,2001,11,2002
"TM","2001-12",39.45,2001,12,2002
"TM","2002-01",3.85,2002,1,2002
"TM","2002-02",0,2002,2,2002
"TM","2002-03",8.51,2002,3,2002
"TM","2002-04",5.05,2002,4,2002
"TM","2002-05",0,2002,5,2002
"TM","2002-06",0,2002,6,2002
"TM","2002-07",42.08,2002,7,2002
"TM","2002-08",8.85,2002,8,2003
"TM","2002-09",62.15,2002,9,2003
"TM","2002-10",6.99,2002,10,2003
"TM","2002-11",11.35,2002,11,2003
"TM","2002-12",12.2,2002,12,2003
"TM","2003-01",2.65,2003,1,2003
"TM","2003-02",80.88,2003,2,2003
"TM","2003-03",23.73,2003,3,2003
"TM","2003-04",8.53,2003,4,2003
"TM","2003-05",0,2003,5,2003
"TM","2003-06",0,2003,6,2003
"TM","2003-07",25.47,2003,7,2003
"TM","2003-08",36.4,2003,8,2004
"TM","2003-09",20.98,2003,9,2004
"TM","2003-10",2.01,2003,10,2004
"TM","2003-11",19.75,2003,11,2004
"TM","2003-12",12.49,2003,12,2004
"TM","2004-01",31.91,2004,1,2004
"TM","2004-02",19.1,2004,2,2004
"TM","2004-03",46.15,2004,3,2004
"TM","2004-04",28.55,2004,4,2004
"TM","2004-05",0,2004,5,2004
"TM","2004-06",0,2004,6,2004
"TM","2004-07",8.43,2004,7,2004
"TM","2004-08",28.92,2004,8,2005
"TM","2004-09",20.64,2004,9,2005
"TM","2004-10",26.09,2004,10,2005
"TM","2004-11",13.41,2004,11,2005
"TM","2004-12",49.5,2004,12,2005
"TM","2005-01",64.96,2005,1,2005
"TM","2005-02",106.03,2005,2,2005
"TM","2005-03",24.53,2005,3,2005
"TM","2005-04",6.08,2005,4,2005
"TM","2005-05",4.09,2005,5,2005
"TM","2005-06",0.97,2005,6,2005
"TM","2005-07",16.54,2005,7,2005
"TM","2005-08",53.59,2005,8,2006
"TM","2005-09",0.11,2005,9,2006
"TM","2005-10",7.02,2005,10,2006
"TM","2005-11",0,2005,11,2006
"TM","2005-12",0,2005,12,2006
"TM","2006-01",0,2006,1,2006
"TM","2006-02",0,2006,2,2006
"TM","2006-03",79.07,2006,3,2006
"TM","2006-04",0,2006,4,2006
"TM","2006-05",0,2006,5,2006
"TM","2006-06",0,2006,6,2006
"TM","2006-07",53.42,2006,7,2006
"TM","2006-08",21.07,2006,8,2007
"TM","2006-09",42.46,2006,9,2007
"TM","2006-10",10.06,2006,10,2007
"TM","2006-11",0,2006,11,2007
"TM","2006-12",8,2006,12,2007
"TM","2007-01",21.01,2007,1,2007
"TM","2007-02",15.6,2007,2,2007
"TM","2007-03",28.49,2007,3,2007
"TM","2007-04",6,2007,4,2007
"TM","2007-05",0,2007,5,2007
"TM","2007-06",0,2007,6,2007
"TM","2007-07",42.74,2007,7,2007
"TM","2007-08",44.17,2007,8,2008
"TM","2007-09",12.92,2007,9,2008
"TM","2007-10",0.01,2007,10,2008
"TM","2007-11",0.83,2007,11,2008
"TM","2007-12",79.46,2007,12,2008
"TM","2008-01",78.82,2008,1,2008
"TM","2008-02",34.36,2008,2,2008
"TM","2008-03",0,2008,3,2008
"TM","2008-04",0,2008,4,2008
"TM","2008-05",20.15,2008,5,2008
"TM","2008-06",0,2008,6,2008
"TM","2008-07",54.72,2008,7,2008
"TM","2008-08",36.17,2008,8,2009
"TM","2008-09",7.35,2008,9,2009
"TM","2008-10",0.12,2008,10,2009
"TM","2008-11",8.2,2008,11,2009
"TM","2008-12",35.99,2008,12,2009
"TM","2009-01",15.02,2009,1,2009
"TM","2009-02",40.39,2009,2,2009
"TM","2009-03",1.22,2009,3,2009
"TM","2009-04",13.73,2009,4,2009
"TM","2009-05",3.18,2009,5,2009
"TM","2009-06",1.23,2009,6,2009
"TM","2009-07",12.83,2009,7,2009
"TM","2009-08",5.06,2009,8,2010
"TM","2009-09",12.13,2009,9,2010
"TM","2009-10",0,2009,10,2010
"TM","2009-11",1.96,2009,11,2010
"TM","2009-12",26.92,2009,12,2010
"TM","2010-01",109.77,2010,1,2010
"TM","2010-02",40.08,2010,2,2010
"TM","2010-03",29.06,2010,3,2010
"TM","2010-04",0.7,2010,4,2010
"TM","2010-05",0,2010,5,2010
"TM","2010-06",0,2010,6,2010
"TM","2010-07",16.94,2010,7,2010
"TM","2010-08",43.63,2010,8,2011
"TM","2010-09",5.57,2010,9,2011
"TM","2010-10",19.19,2010,10,2011
"TM","2010-11",1.81,2010,11,2011
"TM","2010-12",28.72,2010,12,2011
"TM","2011-01",0,2011,1,2011
"TM","2011-02",29.71,2011,2,2011
"TM","2011-03",8.48,2011,3,2011
"TM","2011-04",18.03,2011,4,2011
"TM","2011-05",10.24,2011,5,2011
"TM","2011-06",0,2011,6,2011
"TM","2011-07",21.03,2011,7,2011
"TM","2011-08",41.94,2011,8,2012
"TM","2011-09",13.01,2011,9,2012
"TM","2011-10",8.66,2011,10,2012
"TM","2011-11",15.51,2011,11,2012
"TM","2011-12",63.87,2011,12,2012
"TM","2012-01",17.98,2012,1,2012
"TM","2012-02",20.52,2012,2,2012
"TM","2012-03",29.73,2012,3,2012
"TM","2012-04",3.59,2012,4,2012
"TM","2012-05",2.02,2012,5,2012
"TM","2012-06",1.09,2012,6,2012
"TM","2012-07",37.96,2012,7,2012
"TM","2012-08",45.42,2012,8,2013
"TM","2012-09",23.56,2012,9,2013
"TM","2012-10",0,2012,10,2013
"TM","2012-11",11.19,2012,11,2013
"TM","2012-12",51.78,2012,12,2013
"TM","2013-01",40.9,2013,1,2013
"TM","2013-02",19.31,2013,2,2013
"TM","2013-03",24.31,2013,3,2013
"TM","2013-04",6.3,2013,4,2013
"TM","2013-05",0,2013,5,2013
"TM","2013-06",0,2013,6,2013
"TM","2013-07",97.93,2013,7,2013
"TM","2013-08",17.59,2013,8,2014
"TM","2013-09",23.6,2013,9,2014
"TM","2013-10",4.63,2013,10,2014
"TM","2013-11",37.46,2013,11,2014
"TM","2013-12",12.15,2013,12,2014
"TM","2014-01",0,2014,1,2014
"TM","2014-02",0,2014,2,2014
"TM","2014-03",48.43,2014,3,2014
"TM","2014-04",3.25,2014,4,2014
"TM","2014-05",0,2014,5,2014
"TM","2014-06",0,2014,6,2014
"TM","2014-07",15.9,2014,7,2014
"TM","2014-08",34.47,2014,8,2015
"TM","2014-09",91.77,2014,9,2015
"TM","2014-10",22.4,2014,10,2015
"TM","2014-11",0,2014,11,2015
"TM","2014-12",41.97,2014,12,2015
"TM","2015-01",53.9,2015,1,2015
"TM","2015-02",2.82,2015,2,2015
"TM","2015-03",12.83,2015,3,2015
"TM","2015-04",7.63,2015,4,2015
"TM","2015-05",27.22,2015,5,2015
"TM","2015-06",7.64,2015,6,2015
"TM","2015-07",15.55,2015,7,2015
"TM","2015-08",20.02,2015,8,2016
"TM","2015-09",20.97,2015,9,2016
"TM","2015-10",32.66,2015,10,2016
"TM","2015-11",18.9,2015,11,2016
"TM","2015-12",14.17,2015,12,2016
"TM","2016-01",47.04,2016,1,2016
"TM","2016-02",6.02,2016,2,2016
"TM","2016-03",0,2016,3,2016
"TM","2016-04",11.52,2016,4,2016
"TM","2016-05",4.98,2016,5,2016
"TM","2016-06",8.51,2016,6,2016
"TM","2016-07",11.94,2016,7,2016
"TM","2016-08",64.28,2016,8,2017
"TM","2016-09",6.7,2016,9,2017
"TM","2016-10",5.98,2016,10,2017
"TM","2016-11",20.83,2016,11,2017
"TM","2016-12",41.6,2016,12,2017
"TM","2017-01",56.76,2017,1,2017
"TM","2017-02",30.13,2017,2,2017
"TM","2017-03",8.28,2017,3,2017
"TM","2017-04",0,2017,4,2017
"TM","2017-05",5.38,2017,5,2017
"TM","2017-06",0,2017,6,2017
"TM","2017-07",82.17,2017,7,2017
"TM","2017-08",41.03,2017,8,2018
"TM","2017-09",7.48,2017,9,2018
"TM","2017-10",0,2017,10,2018
"TM","2017-11",0.03,2017,11,2018
"TM","2017-12",5.97,2017,12,2018
"TM","2018-01",11.09,2018,1,2018
"TM","2018-02",24.3,2018,2,2018
"TM","2018-03",1.6,2018,3,2018
